Temperature,Salinity,Conductivity,Static Permittivity,Relaxation Frequency
29.52,0.01,0.00178037,76.6667,2.18474e+10
29.53,0.01,0.00178034,76.6637,2.18524e+10
29.54,0.01,0.0017803,76.6607,2.18575e+10
29.55,0.01,0.00178026,76.6578,2.18625e+10
29.56,0.01,0.00178022,76.6548,2.18676e+10
29.57,0.01,0.00178019,76.6518,2.18726e+10
29.58,0.01,0.00178015,76.6489,2.18777e+10
29.59,0.01,0.00178011,76.6459,2.18827e+10
29.6,0.01,0.00178007,76.643,2.18878e+10
29.61,0.01,0.00178003,76.64,2.18928e+10
29.62,0.01,0.00178,76.6371,2.18978e+10
29.63,0.01,0.00177996,76.6341,2.19029e+10
29.64,0.01,0.00177992,76.6312,2.19079e+10
29.65,0.01,0.00177988,76.6282,2.1913e+10
29.66,0.01,0.00177984,76.6253,2.1918e+10
29.67,0.01,0.0017798,76.6223,2.19231e+10
29.68,0.01,0.00177976,76.6194,2.19281e+10
29.69,0.01,0.00177973,76.6164,2.19332e+10
29.7,0.01,0.00177969,76.6135,2.19382e+10
29.71,0.01,0.00177965,76.6106,2.19432e+10
29.72,0.01,0.00177961,76.6076,2.19483e+10
29.73,0.01,0.00177957,76.6047,2.19533e+10
29.74,0.01,0.00177953,76.6018,2.19584e+10
29.75,0.01,0.00177949,76.5988,2.19634e+10
29.76,0.01,0.00177945,76.5959,2.19685e+10
29.77,0.01,0.00177941,76.593,2.19735e+10
29.78,0.01,0.00177937,76.5901,2.19786e+10
29.79,0.01,0.00177933,76.5872,2.19836e+10
29.8,0.01,0.00177929,76.5842,2.19887e+10
29.81,0.01,0.00177925,76.5813,2.19937e+10
29.82,0.01,0.00177921,76.5784,2.19987e+10
29.83,0.01,0.00177917,76.5755,2.20038e+10
29.84,0.01,0.00177913,76.5726,2.20088e+10
29.85,0.01,0.00177909,76.5697,2.20139e+10
29.86,0.01,0.00177905,76.5668,2.20189e+10
29.87,0.01,0.00177901,76.5639,2.2024e+10
29.88,0.01,0.00177897,76.561,2.2029e+10
29.89,0.01,0.00177893,76.5581,2.20341e+10
29.9,0.01,0.00177889,76.5552,2.20391e+10
29.91,0.01,0.00177885,76.5523,2.20441e+10
29.92,0.01,0.00177881,76.5494,2.20492e+10
29.93,0.01,0.00177877,76.5465,2.20542e+10
29.94,0.01,0.00177873,76.5436,2.20593e+10
29.95,0.01,0.00177869,76.5407,2.20643e+10
29.96,0.01,0.00177864,76.5378,2.20694e+10
29.97,0.01,0.0017786,76.5349,2.20744e+10
29.98,0.01,0.00177856,76.532,2.20795e+10
29.99,0.01,0.00177852,76.5292,2.20845e+10
30,0.01,0.00177848,76.5263,2.20896e+10
0,35,4.37677,77.8296,9.34317e+09
0.01,35,4.37732,77.8284,9.26961e+09
0.02,35,4.37786,77.8271,9.19724e+09
0.03,35,4.3784,77.8259,9.12605e+09
0.04,35,4.37894,77.8246,9.056e+09
0.05,35,4.37949,77.8234,8.98707e+09
0.06,35,4.38003,77.8221,8.91922e+09
0.07,35,4.38057,77.8208,8.85244e+09
0.08,35,4.38111,77.8196,8.78669e+09
0.09,35,4.38166,77.8183,8.72196e+09
0.1,35,4.3822,77.817,8.65823e+09
0.11,35,4.38274,77.8158,8.59546e+09
0.12,35,4.38328,77.8145,8.53364e+09
0.13,35,4.38382,77.8132,8.47274e+09
0.14,35,4.38436,77.8119,8.41275e+09
0.15,35,4.3849,77.8106,8.35364e+09
0.16,35,4.38544,77.8094,8.2954e+09
0.17,35,4.38599,77.8081,8.238e+09
0.18,35,4.38653,77.8068,8.18144e+09
0.19,35,4.38707,77.8055,8.12568e+09
0.2,35,4.38761,77.8042,8.07072e+09
0.21,35,4.38815,77.8029,8.01653e+09
0.22,35,4.38869,77.8016,7.96311e+09
0.23,35,4.38923,77.8003,7.91043e+09
0.24,35,4.38977,77.799,7.85847e+09
0.25,35,4.39031,77.7977,7.80723e+09
0.26,35,4.39085,77.7964,7.7567e+09
0.27,35,4.39138,77.7951,7.70684e+09
0.28,35,4.39192,77.7938,7.65766e+09
0.29,35,4.39246,77.7925,7.60913e+09
0.3,35,4.393,77.7911,7.56125e+09
0.31,35,4.39354,77.7898,7.514e+09
0.32,35,4.39408,77.7885,7.46738e+09
0.33,35,4.39462,77.7872,7.42135e+09
0.34,35,4.39516,77.7859,7.37593e+09
0.35,35,4.39569,77.7845,7.33109e+09
0.36,35,4.39623,77.7832,7.28682e+09
0.37,35,4.39677,77.7819,7.24311e+09
0.38,35,4.39731,77.7805,7.19996e+09
0.39,35,4.39784,77.7792,7.15734e+09
0.4,35,4.39838,77.7779,7.11526e+09
0.41,35,4.39892,77.7765,7.0737e+09
0.42,35,4.39946,77.7752,7.03265e+09
0.43,35,4.39999,77.7738,6.9921e+09
0.44,35,4.40053,77.7725,6.95205e+09
0.45,35,4.40107,77.7711,6.91248e+09
0.46,35,4.4016,77.7698,6.87338e+09
0.47,35,4.40214,77.7684,6.83476e+09
0.48,35,4.40267,77.7671,6.79659e+09
0.49,35,4.40321,77.7657,6.75887e+09
0.5,35,4.40375,77.7643,6.72159e+09
0.51,35,4.40428,77.763,6.68475e+09
0.52,35,4.40482,77.7616,6.64834e+09
0.53,35,4.40535,77.7602,6.61234e+09
0.54,35,4.40589,77.7589,6.57676e+09
0.55,35,4.40642,77.7575,6.54159e+09
0.56,35,4.40696,77.7561,6.50681e+09
0.57,35,4.40749,77.7547,6.47242e+09
0.58,35,4.40803,77.7534,6.43842e+09
0.59,35,4.40856,77.752,6.4048e+09
0.6,35,4.4091,77.7506,6.37156e+09
0.61,35,4.40963,77.7492,6.33868e+09
0.62,35,4.41016,77.7478,6.30616e+09
0.63,35,4.4107,77.7464,6.27399e+09
0.64,35,4.41123,77.745,6.24217e+09
0.65,35,4.41177,77.7437,6.2107e+09
0.66,35,4.4123,77.7423,6.17957e+09
0.67,35,4.41283,77.7409,6.14876e+09
0.68,35,4.41337,77.7395,6.11829e+09
0.69,35,4.4139,77.7381,6.08813e+09
0.7,35,4.41443,77.7366,6.0583e+09
0.71,35,4.41496,77.7352,6.02877e+09
0.72,35,4.4155,77.7338,5.99955e+09
0.73,35,4.41603,77.7324,5.97064e+09
0.74,35,4.41656,77.731,5.94202e+09
0.75,35,4.41709,77.7296,5.91369e+09
0.76,35,4.41762,77.7282,5.88566e+09
0.77,35,4.41816,77.7267,5.8579e+09
0.78,35,4.41869,77.7253,5.83043e+09
0.79,35,4.41922,77.7239,5.80324e+09
0.8,35,4.41975,77.7225,5.77631e+09
0.81,35,4.42028,77.721,5.74965e+09
0.82,35,4.42081,77.7196,5.72326e+09
0.83,35,4.42134,77.7182,5.69713e+09
0.84,35,4.42187,77.7167,5.67125e+09
0.85,35,4.4224,77.7153,5.64562e+09
0.86,35,4.42293,77.7139,5.62024e+09
0.87,35,4.42346,77.7124,5.59511e+09
0.88,35,4.42399,77.711,5.57022e+09
0.89,35,4.42452,77.7095,5.54557e+09
0.9,35,4.42505,77.7081,5.52115e+09
0.91,35,4.42558,77.7066,5.49696e+09
0.92,35,4.42611,77.7052,5.473e+09
0.93,35,4.42664,77.7037,5.44927e+09
0.94,35,4.42717,77.7022,5.42576e+09
0.95,35,4.4277,77.7008,5.40246e+09
0.96,35,4.42823,77.6993,5.37938e+09
0.97,35,4.42876,77.6979,5.35652e+09
0.98,35,4.42929,77.6964,5.33386e+09
0.99,35,4.42981,77.6949,5.31141e+09
1,35,4.43034,77.6935,5.28917e+09
1.01,35,4.43087,77.692,5.26712e+09
1.02,35,4.4314,77.6905,5.24528e+09
1.03,35,4.43193,77.689,5.22363e+09
1.04,35,4.43245,77.6875,5.20217e+09
1.05,35,4.43298,77.6861,5.1809e+09
1.06,35,4.43351,77.6846,5.15983e+09
1.07,35,4.43404,77.6831,5.13893e+09
1.08,35,4.43456,77.6816,5.11823e+09
1.09,35,4.43509,77.6801,5.0977e+09
1.1,35,4.43562,77.6786,5.07735e+09
1.11,35,4.43614,77.6771,5.05717e+09
1.12,35,4.43667,77.6756,5.03718e+09
1.13,35,4.43719,77.6741,5.01735e+09
1.14,35,4.43772,77.6726,4.99769e+09
1.15,35,4.43825,77.6711,4.9782e+09
1.16,35,4.43877,77.6696,4.95887e+09
1.17,35,4.4393,77.6681,4.93971e+09
1.18,35,4.43982,77.6666,4.92071e+09
1.19,35,4.44035,77.6651,4.90187e+09
1.2,35,4.44087,77.6636,4.88318e+09
1.21,35,4.4414,77.662,4.86465e+09
1.22,35,4.44192,77.6605,4.84627e+09
1.23,35,4.44245,77.659,4.82805e+09
1.24,35,4.44297,77.6575,4.80997e+09
1.25,35,4.4435,77.656,4.79204e+09
1.26,35,4.44402,77.6544,4.77426e+09
1.27,35,4.44454,77.6529,4.75662e+09
1.28,35,4.44507,77.6514,4.73913e+09
1.29,35,4.44559,77.6498,4.72177e+09
1.3,35,4.44612,77.6483,4.70455e+09
1.31,35,4.44664,77.6468,4.68748e+09
1.32,35,4.44716,77.6452,4.67053e+09
1.33,35,4.44769,77.6437,4.65372e+09
1.34,35,4.44821,77.6421,4.63704e+09
1.35,35,4.44873,77.6406,4.6205e+09
1.36,35,4.44925,77.639,4.60408e+09
1.37,35,4.44978,77.6375,4.58779e+09
1.38,35,4.4503,77.6359,4.57163e+09
1.39,35,4.45082,77.6344,4.55559e+09
1.4,35,4.45134,77.6328,4.53968e+09
1.41,35,4.45186,77.6313,4.52389e+09
1.42,35,4.45239,77.6297,4.50822e+09
1.43,35,4.45291,77.6281,4.49266e+09
1.44,35,4.45343,77.6266,4.47723e+09
1.45,35,4.45395,77.625,4.46191e+09
1.46,35,4.45447,77.6234,4.44671e+09
1.47,35,4.45499,77.6219,4.43162e+09
1.48,35,4.45551,77.6203,4.41665e+09
1.49,35,4.45603,77.6187,4.40178e+09
1.5,35,4.45655,77.6171,4.38703e+09
1.51,35,4.45707,77.6155,4.37239e+09
1.52,35,4.45759,77.614,4.35785e+09
1.53,35,4.45811,77.6124,4.34342e+09
1.54,35,4.45863,77.6108,4.3291e+09
1.55,35,4.45915,77.6092,4.31488e+09
1.56,35,4.45967,77.6076,4.30076e+09
1.57,35,4.46019,77.606,4.28675e+09
1.58,35,4.46071,77.6044,4.27283e+09
1.59,35,4.46123,77.6028,4.25902e+09
1.6,35,4.46175,77.6012,4.24531e+09
1.61,35,4.46227,77.5996,4.23169e+09
1.62,35,4.46278,77.598,4.21817e+09
1.63,35,4.4633,77.5964,4.20474e+09
1.64,35,4.46382,77.5948,4.19141e+09
1.65,35,4.46434,77.5932,4.17818e+09
1.66,35,4.46486,77.5916,4.16504e+09
1.67,35,4.46537,77.59,4.15198e+09
1.68,35,4.46589,77.5884,4.13902e+09
1.69,35,4.46641,77.5867,4.12615e+09
1.7,35,4.46693,77.5851,4.11337e+09
1.71,35,4.46744,77.5835,4.10068e+09
1.72,35,4.46796,77.5819,4.08807e+09
1.73,35,4.46848,77.5802,4.07555e+09
1.74,35,4.46899,77.5786,4.06312e+09
1.75,35,4.46951,77.577,4.05077e+09
1.76,35,4.47003,77.5754,4.0385e+09
1.77,35,4.47054,77.5737,4.02632e+09
1.78,35,4.47106,77.5721,4.01422e+09
1.79,35,4.47157,77.5704,4.0022e+09
1.8,35,4.47209,77.5688,3.99026e+09
1.81,35,4.4726,77.5672,3.9784e+09
1.82,35,4.47312,77.5655,3.96662e+09
1.83,35,4.47364,77.5639,3.95491e+09
1.84,35,4.47415,77.5622,3.94329e+09
1.85,35,4.47466,77.5606,3.93174e+09
1.86,35,4.47518,77.5589,3.92026e+09
1.87,35,4.47569,77.5573,3.90886e+09
1.88,35,4.47621,77.5556,3.89754e+09
1.89,35,4.47672,77.5539,3.88629e+09
1.9,35,4.47724,77.5523,3.87511e+09
1.91,35,4.47775,77.5506,3.864e+09
1.92,35,4.47826,77.5489,3.85297e+09
1.93,35,4.47878,77.5473,3.842e+09
1.94,35,4.47929,77.5456,3.83111e+09
1.95,35,4.4798,77.5439,3.82028e+09
1.96,35,4.48032,77.5423,3.80953e+09
1.97,35,4.48083,77.5406,3.79884e+09
1.98,35,4.48134,77.5389,3.78822e+09
1.99,35,4.48186,77.5372,3.77767e+09
2,35,4.48237,77.5355,3.76718e+09
2.01,35,4.48288,77.5339,3.75676e+09
2.02,35,4.48339,77.5322,3.7464e+09
2.03,35,4.4839,77.5305,3.73611e+09
2.04,35,4.48442,77.5288,3.72588e+09
2.05,35,4.48493,77.5271,3.71572e+09
2.06,35,4.48544,77.5254,3.70561e+09
2.07,35,4.48595,77.5237,3.69557e+09
2.08,35,4.48646,77.522,3.68559e+09
2.09,35,4.48697,77.5203,3.67568e+09
2.1,35,4.48748,77.5186,3.66582e+09
2.11,35,4.48799,77.5169,3.65602e+09
2.12,35,4.4885,77.5152,3.64628e+09
2.13,35,4.48901,77.5135,3.6366e+09
2.14,35,4.48952,77.5118,3.62698e+09
2.15,35,4.49003,77.5101,3.61742e+09
2.16,35,4.49054,77.5083,3.60791e+09
2.17,35,4.49105,77.5066,3.59846e+09
2.18,35,4.49156,77.5049,3.58906e+09
2.19,35,4.49207,77.5032,3.57973e+09
2.2,35,4.49258,77.5015,3.57044e+09
2.21,35,4.49309,77.4997,3.56121e+09
2.22,35,4.4936,77.498,3.55204e+09
2.23,35,4.49411,77.4963,3.54292e+09
2.24,35,4.49462,77.4946,3.53385e+09
2.25,35,4.49512,77.4928,3.52484e+09
2.26,35,4.49563,77.4911,3.51588e+09
2.27,35,4.49614,77.4893,3.50697e+09
2.28,35,4.49665,77.4876,3.49811e+09
2.29,35,4.49716,77.4859,3.4893e+09
2.3,35,4.49766,77.4841,3.48054e+09
2.31,35,4.49817,77.4824,3.47184e+09
2.32,35,4.49868,77.4806,3.46318e+09
2.33,35,4.49918,77.4789,3.45457e+09
2.34,35,4.49969,77.4771,3.44601e+09
2.35,35,4.5002,77.4754,3.4375e+09
2.36,35,4.5007,77.4736,3.42904e+09
2.37,35,4.50121,77.4719,3.42063e+09
2.38,35,4.50172,77.4701,3.41226e+09
2.39,35,4.50222,77.4683,3.40394e+09
2.4,35,4.50273,77.4666,3.39567e+09
2.41,35,4.50323,77.4648,3.38744e+09
2.42,35,4.50374,77.4631,3.37926e+09
2.43,35,4.50425,77.4613,3.37112e+09
2.44,35,4.50475,77.4595,3.36303e+09
2.45,35,4.50526,77.4577,3.35498e+09
2.46,35,4.50576,77.456,3.34698e+09
2.47,35,4.50627,77.4542,3.33902e+09
2.48,35,4.50677,77.4524,3.3311e+09
2.49,35,4.50727,77.4506,3.32323e+09
2.5,35,4.50778,77.4488,3.3154e+09
2.51,35,4.50828,77.4471,3.30761e+09
2.52,35,4.50879,77.4453,3.29987e+09
2.53,35,4.50929,77.4435,3.29217e+09
2.54,35,4.50979,77.4417,3.2845e+09
2.55,35,4.5103,77.4399,3.27688e+09
2.56,35,4.5108,77.4381,3.2693e+09
2.57,35,4.5113,77.4363,3.26176e+09
2.58,35,4.51181,77.4345,3.25427e+09
2.59,35,4.51231,77.4327,3.24681e+09
2.6,35,4.51281,77.4309,3.23939e+09
2.61,35,4.51331,77.4291,3.23201e+09
2.62,35,4.51382,77.4273,3.22466e+09
2.63,35,4.51432,77.4255,3.21736e+09
2.64,35,4.51482,77.4237,3.2101e+09
2.65,35,4.51532,77.4219,3.20287e+09
2.66,35,4.51582,77.4201,3.19568e+09
2.67,35,4.51632,77.4182,3.18853e+09
2.68,35,4.51683,77.4164,3.18141e+09
2.69,35,4.51733,77.4146,3.17434e+09
2.7,35,4.51783,77.4128,3.1673e+09
2.71,35,4.51833,77.411,3.16029e+09
2.72,35,4.51883,77.4091,3.15332e+09
2.73,35,4.51933,77.4073,3.14639e+09
2.74,35,4.51983,77.4055,3.13949e+09
2.75,35,4.52033,77.4036,3.13263e+09
2.76,35,4.52083,77.4018,3.1258e+09
2.77,35,4.52133,77.4,3.11901e+09
2.78,35,4.52183,77.3981,3.11225e+09
2.79,35,4.52233,77.3963,3.10553e+09
2.8,35,4.52283,77.3944,3.09884e+09
2.81,35,4.52333,77.3926,3.09218e+09
2.82,35,4.52383,77.3908,3.08556e+09
2.83,35,4.52432,77.3889,3.07897e+09
2.84,35,4.52482,77.3871,3.07241e+09
2.85,35,4.52532,77.3852,3.06588e+09
2.86,35,4.52582,77.3834,3.05939e+09
2.87,35,4.52632,77.3815,3.05293e+09
2.88,35,4.52682,77.3796,3.0465e+09
2.89,35,4.52731,77.3778,3.04011e+09
2.9,35,4.52781,77.3759,3.03374e+09
2.91,35,4.52831,77.3741,3.02741e+09
2.92,35,4.5288,77.3722,3.02111e+09
2.93,35,4.5293,77.3703,3.01483e+09
2.94,35,4.5298,77.3685,3.00859e+09
2.95,35,4.5303,77.3666,3.00238e+09
2.96,35,4.53079,77.3647,2.9962e+09
2.97,35,4.53129,77.3628,2.99005e+09
2.98,35,4.53178,77.361,2.98393e+09
2.99,35,4.53228,77.3591,2.97784e+09
3,35,4.53278,77.3572,2.97177e+09
3.01,35,4.53327,77.3553,2.96574e+09
3.02,35,4.53377,77.3534,2.95973e+09
3.03,35,4.53426,77.3516,2.95376e+09
3.04,35,4.53476,77.3497,2.94781e+09
3.05,35,4.53525,77.3478,2.94189e+09
3.06,35,4.53575,77.3459,2.936e+09
3.07,35,4.53624,77.344,2.93014e+09
3.08,35,4.53674,77.3421,2.9243e+09
3.09,35,4.53723,77.3402,2.91849e+09
3.1,35,4.53773,77.3383,2.91271e+09
3.11,35,4.53822,77.3364,2.90696e+09
3.12,35,4.53871,77.3345,2.90123e+09
3.13,35,4.53921,77.3326,2.89553e+09
3.14,35,4.5397,77.3307,2.88986e+09
3.15,35,4.54019,77.3288,2.88421e+09
3.16,35,4.54069,77.3269,2.87859e+09
3.17,35,4.54118,77.325,2.87299e+09
3.18,35,4.54167,77.323,2.86742e+09
3.19,35,4.54217,77.3211,2.86188e+09
3.2,35,4.54266,77.3192,2.85636e+09
3.21,35,4.54315,77.3173,2.85087e+09
3.22,35,4.54364,77.3154,2.8454e+09
3.23,35,4.54414,77.3134,2.83996e+09
3.24,35,4.54463,77.3115,2.83454e+09
3.25,35,4.54512,77.3096,2.82914e+09
3.26,35,4.54561,77.3077,2.82377e+09
3.27,35,4.5461,77.3057,2.81843e+09
3.28,35,4.54659,77.3038,2.81311e+09
3.29,35,4.54708,77.3019,2.80781e+09
3.3,35,4.54757,77.2999,2.80254e+09
3.31,35,4.54806,77.298,2.79729e+09
3.32,35,4.54856,77.296,2.79206e+09
3.33,35,4.54905,77.2941,2.78686e+09
3.34,35,4.54954,77.2922,2.78168e+09
3.35,35,4.55003,77.2902,2.77652e+09
3.36,35,4.55052,77.2883,2.77139e+09
3.37,35,4.551,77.2863,2.76628e+09
3.38,35,4.55149,77.2844,2.76119e+09
3.39,35,4.55198,77.2824,2.75612e+09
3.4,35,4.55247,77.2804,2.75108e+09
3.41,35,4.55296,77.2785,2.74606e+09
3.42,35,4.55345,77.2765,2.74106e+09
3.43,35,4.55394,77.2746,2.73608e+09
3.44,35,4.55443,77.2726,2.73113e+09
3.45,35,4.55492,77.2706,2.72619e+09
3.46,35,4.5554,77.2687,2.72128e+09
3.47,35,4.55589,77.2667,2.71639e+09
3.48,35,4.55638,77.2647,2.71151e+09
3.49,35,4.55687,77.2628,2.70667e+09
3.5,35,4.55735,77.2608,2.70184e+09
3.51,35,4.55784,77.2588,2.69703e+09
3.52,35,4.55833,77.2568,2.69224e+09
3.53,35,4.55882,77.2549,2.68747e+09
3.54,35,4.5593,77.2529,2.68273e+09
3.55,35,4.55979,77.2509,2.678e+09
3.56,35,4.56027,77.2489,2.6733e+09
3.57,35,4.56076,77.2469,2.66861e+09
3.58,35,4.56125,77.2449,2.66394e+09
3.59,35,4.56173,77.2429,2.6593e+09
3.6,35,4.56222,77.2409,2.65467e+09
3.61,35,4.5627,77.2389,2.65006e+09
3.62,35,4.56319,77.237,2.64547e+09
3.63,35,4.56367,77.235,2.6409e+09
3.64,35,4.56416,77.233,2.63635e+09
3.65,35,4.56464,77.231,2.63182e+09
3.66,35,4.56513,77.2289,2.62731e+09
3.67,35,4.56561,77.2269,2.62282e+09
3.68,35,4.5661,77.2249,2.61834e+09
3.69,35,4.56658,77.2229,2.61389e+09
3.7,35,4.56707,77.2209,2.60945e+09
3.71,35,4.56755,77.2189,2.60503e+09
3.72,35,4.56803,77.2169,2.60063e+09
3.73,35,4.56852,77.2149,2.59625e+09
3.74,35,4.569,77.2129,2.59188e+09
3.75,35,4.56948,77.2108,2.58753e+09
3.76,35,4.56997,77.2088,2.58321e+09
3.77,35,4.57045,77.2068,2.57889e+09
3.78,35,4.57093,77.2048,2.5746e+09
3.79,35,4.57141,77.2027,2.57032e+09
3.8,35,4.5719,77.2007,2.56606e+09
3.81,35,4.57238,77.1987,2.56182e+09
3.82,35,4.57286,77.1966,2.5576e+09
3.83,35,4.57334,77.1946,2.55339e+09
3.84,35,4.57382,77.1926,2.5492e+09
3.85,35,4.5743,77.1905,2.54502e+09
3.86,35,4.57478,77.1885,2.54087e+09
3.87,35,4.57527,77.1865,2.53672e+09
3.88,35,4.57575,77.1844,2.5326e+09
3.89,35,4.57623,77.1824,2.52849e+09
3.9,35,4.57671,77.1803,2.5244e+09
3.91,35,4.57719,77.1783,2.52033e+09
3.92,35,4.57767,77.1762,2.51627e+09
3.93,35,4.57815,77.1742,2.51222e+09
3.94,35,4.57863,77.1721,2.5082e+09
3.95,35,4.57911,77.1701,2.50419e+09
3.96,35,4.57959,77.168,2.50019e+09
3.97,35,4.58007,77.1659,2.49621e+09
3.98,35,4.58055,77.1639,2.49225e+09
3.99,35,4.58102,77.1618,2.4883e+09
4,35,4.5815,77.1597,2.48436e+09
4.01,35,4.58198,77.1577,2.48045e+09
4.02,35,4.58246,77.1556,2.47654e+09
4.03,35,4.58294,77.1535,2.47266e+09
4.04,35,4.58342,77.1515,2.46878e+09
4.05,35,4.58389,77.1494,2.46493e+09
4.06,35,4.58437,77.1473,2.46108e+09
4.07,35,4.58485,77.1452,2.45726e+09
4.08,35,4.58533,77.1432,2.45344e+09
4.09,35,4.5858,77.1411,2.44964e+09
4.1,35,4.58628,77.139,2.44586e+09
4.11,35,4.58676,77.1369,2.44209e+09
4.12,35,4.58723,77.1348,2.43834e+09
4.13,35,4.58771,77.1327,2.4346e+09
4.14,35,4.58819,77.1307,2.43087e+09
4.15,35,4.58866,77.1286,2.42716e+09
4.16,35,4.58914,77.1265,2.42346e+09
4.17,35,4.58961,77.1244,2.41977e+09
4.18,35,4.59009,77.1223,2.4161e+09
4.19,35,4.59056,77.1202,2.41245e+09
4.2,35,4.59104,77.1181,2.40881e+09
4.21,35,4.59151,77.116,2.40518e+09
4.22,35,4.59199,77.1139,2.40156e+09
4.23,35,4.59246,77.1118,2.39796e+09
4.24,35,4.59294,77.1097,2.39437e+09
4.25,35,4.59341,77.1075,2.3908e+09
4.26,35,4.59389,77.1054,2.38723e+09
4.27,35,4.59436,77.1033,2.38369e+09
4.28,35,4.59484,77.1012,2.38015e+09
4.29,35,4.59531,77.0991,2.37663e+09
4.3,35,4.59578,77.097,2.37312e+09
4.31,35,4.59626,77.0949,2.36962e+09
4.32,35,4.59673,77.0927,2.36614e+09
4.33,35,4.5972,77.0906,2.36267e+09
4.34,35,4.59767,77.0885,2.35921e+09
4.35,35,4.59815,77.0864,2.35577e+09
4.36,35,4.59862,77.0842,2.35233e+09
4.37,35,4.59909,77.0821,2.34891e+09
4.38,35,4.59956,77.08,2.34551e+09
4.39,35,4.60004,77.0778,2.34211e+09
4.4,35,4.60051,77.0757,2.33873e+09
4.41,35,4.60098,77.0736,2.33536e+09
4.42,35,4.60145,77.0714,2.332e+09
4.43,35,4.60192,77.0693,2.32866e+09
4.44,35,4.60239,77.0671,2.32532e+09
4.45,35,4.60286,77.065,2.322e+09
4.46,35,4.60333,77.0629,2.31869e+09
4.47,35,4.6038,77.0607,2.31539e+09
4.48,35,4.60427,77.0586,2.31211e+09
4.49,35,4.60474,77.0564,2.30883e+09
4.5,35,4.60521,77.0543,2.30557e+09
4.51,35,4.60568,77.0521,2.30232e+09
4.52,35,4.60615,77.0499,2.29908e+09
4.53,35,4.60662,77.0478,2.29585e+09
4.54,35,4.60709,77.0456,2.29263e+09
4.55,35,4.60756,77.0435,2.28943e+09
4.56,35,4.60803,77.0413,2.28623e+09
4.57,35,4.6085,77.0391,2.28305e+09
4.58,35,4.60897,77.037,2.27988e+09
4.59,35,4.60943,77.0348,2.27672e+09
4.6,35,4.6099,77.0326,2.27357e+09
4.61,35,4.61037,77.0305,2.27043e+09
4.62,35,4.61084,77.0283,2.26731e+09
4.63,35,4.61131,77.0261,2.26419e+09
4.64,35,4.61177,77.0239,2.26108e+09
4.65,35,4.61224,77.0218,2.25799e+09
4.66,35,4.61271,77.0196,2.25491e+09
4.67,35,4.61317,77.0174,2.25183e+09
4.68,35,4.61364,77.0152,2.24877e+09
4.69,35,4.61411,77.013,2.24572e+09
4.7,35,4.61457,77.0108,2.24268e+09
4.71,35,4.61504,77.0087,2.23965e+09
4.72,35,4.61551,77.0065,2.23663e+09
4.73,35,4.61597,77.0043,2.23362e+09
4.74,35,4.61644,77.0021,2.23062e+09
4.75,35,4.6169,76.9999,2.22763e+09
4.76,35,4.61737,76.9977,2.22465e+09
4.77,35,4.61783,76.9955,2.22168e+09
4.78,35,4.6183,76.9933,2.21872e+09
4.79,35,4.61876,76.9911,2.21578e+09
4.8,35,4.61923,76.9889,2.21284e+09
4.81,35,4.61969,76.9867,2.20991e+09
4.82,35,4.62016,76.9845,2.20699e+09
4.83,35,4.62062,76.9823,2.20408e+09
4.84,35,4.62108,76.9801,2.20118e+09
4.85,35,4.62155,76.9778,2.19829e+09
4.86,35,4.62201,76.9756,2.19541e+09
4.87,35,4.62247,76.9734,2.19255e+09
4.88,35,4.62294,76.9712,2.18969e+09
4.89,35,4.6234,76.969,2.18683e+09
4.9,35,4.62386,76.9668,2.18399e+09
4.91,35,4.62432,76.9645,2.18116e+09
4.92,35,4.62479,76.9623,2.17834e+09
4.93,35,4.62525,76.9601,2.17553e+09
4.94,35,4.62571,76.9579,2.17273e+09
4.95,35,4.62617,76.9556,2.16993e+09
4.96,35,4.62663,76.9534,2.16715e+09
4.97,35,4.6271,76.9512,2.16437e+09
4.98,35,4.62756,76.9489,2.16161e+09
4.99,35,4.62802,76.9467,2.15885e+09
5,35,4.62848,76.9445,2.1561e+09
5.01,35,4.62894,76.9422,2.15336e+09
5.02,35,4.6294,76.94,2.15063e+09
5.03,35,4.62986,76.9377,2.14791e+09
5.04,35,4.63032,76.9355,2.1452e+09
5.05,35,4.63078,76.9333,2.1425e+09
5.06,35,4.63124,76.931,2.1398e+09
5.07,35,4.6317,76.9288,2.13712e+09
5.08,35,4.63216,76.9265,2.13444e+09
5.09,35,4.63262,76.9243,2.13177e+09
5.1,35,4.63308,76.922,2.12911e+09
5.11,35,4.63354,76.9198,2.12646e+09
5.12,35,4.634,76.9175,2.12382e+09
5.13,35,4.63445,76.9152,2.12119e+09
5.14,35,4.63491,76.913,2.11856e+09
5.15,35,4.63537,76.9107,2.11595e+09
5.16,35,4.63583,76.9085,2.11334e+09
5.17,35,4.63629,76.9062,2.11074e+09
5.18,35,4.63674,76.9039,2.10815e+09
5.19,35,4.6372,76.9017,2.10556e+09
5.2,35,4.63766,76.8994,2.10299e+09
5.21,35,4.63812,76.8971,2.10042e+09
5.22,35,4.63857,76.8948,2.09786e+09
5.23,35,4.63903,76.8926,2.09531e+09
5.24,35,4.63949,76.8903,2.09277e+09
5.25,35,4.63994,76.888,2.09024e+09
5.26,35,4.6404,76.8857,2.08771e+09
5.27,35,4.64085,76.8835,2.08519e+09
5.28,35,4.64131,76.8812,2.08268e+09
5.29,35,4.64177,76.8789,2.08018e+09
